Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
The Watermark;6361 Fallsview Blvd;Niagara Falls, Ontario L2G 3V9,; American, Canadian, Contemporary;4;1,342 reviews;+1 905-353-7138;https://www.tripadvisor.com//Restaurant_Review-g154998-d710120-Reviews-The_Watermark-Niagara_Falls_Ontario.html;https://www.watermarkrestaurant.com/menus/;$$$$;Niagara Falls
Babe's Chicken Dinner House;1456 Belt Line Rd Ste 171;Garland, TX 75044-8223; American;4.5;575 reviews;+1 972-496-1041;https://www.tripadvisor.com//Restaurant_Review-g55884-d464657-Reviews-Babe_s_Chicken_Dinner_House-Garland_Texas.html;Check The Website for a Menu;$$ - $$$;Garland
Toros Restaurant;1083 Main St;Paterson, NJ 07503-1845; Mediterranean, Turkish, Middle Eastern;4.5;47 reviews;+1 973-742-6877;https://www.tripadvisor.com//Restaurant_Review-g46718-d797847-Reviews-Toros_Restaurant-Paterson_New_Jersey.html;http://www.torosrestaurant.com/our-menu/;$$ - $$$;Paterson
Swan Market;231 Parsells Ave;Rochester, NY 14609-5203; German, European, Central European;5;300 reviews;+1 585-288-5320;https://www.tripadvisor.com//Restaurant_Review-g48503-d1895635-Reviews-Swan_Market-Rochester_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Rochester
Half Shells - Plano;5800 Legacy Dr;Plano, TX 75024-7100; American, Bar, Seafood;4.5;187 reviews;+1 469-241-1300;https://www.tripadvisor.com//Restaurant_Review-g56463-d3186629-Reviews-Half_Shells_Plano-Plano_Texas.html;https://fishcitygrill.com/menu/;$$ - $$$;Plano
Antique Bar & Bakery;122 Willow Avenue;Hoboken, NJ 07030; Bakeries;4.5;48 reviews;+1 201-683-7029;https://www.tripadvisor.com//Restaurant_Review-g46515-d1172892-Reviews-Antique_Bar_Bakery-Hoboken_New_Jersey.html;https://www.antiquebarbakery.com/menus-best-steaks-drinks-hoboken-coal-oven-chef-paul-gerard/;$$ - $$$;Hoboken
Lemon Mediterranean Restaurant;3475 US Highway 9;Freehold, NJ 07728-3209; Italian, French, Mediterranean;4.5;488 reviews;+1 732-761-0900;https://www.tripadvisor.com//Restaurant_Review-g46453-d2314690-Reviews-Lemon_Mediterranean_Restaurant-Freehold_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Freehold
D'anna's Cafe Italiano;1317 N State St;Bellingham, WA 98225-4714; Italian, Vegetarian Friendly, Vegan Options;4.5;616 reviews;+1 360-714-0188;https://www.tripadvisor.com//Restaurant_Review-g58350-d778663-Reviews-D_anna_s_Cafe_Italiano-Bellingham_Washington.html;Check The Website for a Menu;$$ - $$$;Bellingham
Dog House Grill;2789 E Shaw Ave;Fresno, CA 93710-8205; American, Bar, Barbecue;4.5;721 reviews;+1 559-294-9920;https://www.tripadvisor.com//Restaurant_Review-g32414-d798080-Reviews-Dog_House_Grill-Fresno_California.html;Check The Website for a Menu;$$ - $$$;Fresno
Major League Pizza;2811 Colby Ave;Everett, WA 98201-3567; Pizza, American, Vegetarian Friendly;4.5;48 reviews;+1 425-259-5554;https://www.tripadvisor.com//Restaurant_Review-g58466-d3638201-Reviews-Major_League_Pizza-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
RockSugar Southeast Asian Kitchen;10250 Santa Monica Blvd;Los Angeles, CA 90067-6501; Asian, Thai, Fusion;4.5;487 reviews;+1 310-552-9988;https://www.tripadvisor.com//Restaurant_Review-g32655-d1081885-Reviews-RockSugar_Southeast_Asian_Kitchen-Los_Angeles_California.html;Check The Website for a Menu;$$ - $$$;Los Angeles
Mia's Tex Mex;4322 Lemmon Ave;Dallas, TX 75219-2705; Mexican, Southwestern, Vegetarian Friendly;4.5;252 reviews;+1 214-526-1020;https://www.tripadvisor.com//Restaurant_Review-g55711-d1022804-Reviews-Mia_s_Tex_Mex-Dallas_Texas.html;Check The Website for a Menu;$$ - $$$;Dallas
Ruth's Chris Steak House;2961 Michelson Drive;Irvine, CA 92612; American, Steakhouse, Vegetarian Friendly;4.5;374 reviews;+1 949-252-8848;https://www.tripadvisor.com//Restaurant_Review-g32530-d467886-Reviews-Ruth_s_Chris_Steak_House-Irvine_California.html;Check The Website for a Menu;$$$$;Irvine
Sweet Lew's Cafe;6 E Main St;Freehold, NJ 07728-2202; American, Cafe, Vegetarian Friendly;4.5;128 reviews;+1 732-308-1887;https://www.tripadvisor.com//Restaurant_Review-g46453-d4213234-Reviews-Sweet_Lew_s_Cafe-Freehold_New_Jersey.html;http://www.sweetlewsnj.com/menu-breakfast.html;$;Freehold
Barry's Do-Me-A-Flavor;309 Centre St;Beach Haven, Long Beach Island, NJ 08008-1717; American, Vegetarian Friendly;4.5;152 reviews;+1 609-492-8259;https://www.tripadvisor.com//Restaurant_Review-g46292-d438994-Reviews-Barry_s_Do_Me_A_Flavor-Beach_Haven_Long_Beach_Island_New_Jersey.html;Check The Website for a Menu;$;Beach Haven
Las Canarias Restaurant;112 College St;San Antonio, TX 78205-1811; American, Vegetarian Friendly, Vegan Options;4.5;941 reviews;+1 210-518-1063;https://www.tripadvisor.com//Restaurant_Review-g60956-d437237-Reviews-Las_Canarias_Restaurant-San_Antonio_Texas.html;https://www.omnihotels.com/hotels/san-antonio-la-mansion-del-rio/dining/las-canarias;$$$$;San Antonio
The River Cafe;1 Water St;Brooklyn, NY 11201-1335; American, Wine Bar, Vegetarian Friendly;4.5;4,055 reviews;+1 718-522-5200;https://www.tripadvisor.com//Restaurant_Review-g60827-d482173-Reviews-The_River_Cafe-Brooklyn_New_York.html;https://rivercafe.com/menus/;$$$$;Brooklyn
Palenque Grill IH-35;4615 San Bernardo Ave;Laredo, TX 78041-5719; Seafood, Vegetarian Friendly;5;70 reviews;+1 956-701-3576;https://www.tripadvisor.com//Restaurant_Review-g56137-d10673691-Reviews-Palenque_Grill_IH_35-Laredo_Texas.html;https://palenquegrill.com/menu/;$$ - $$$;Laredo
Karma Indian Cuisine;12623 Meridian E;Puyallup, WA 98373-3469; Indian, Vegetarian Friendly, Vegan Options;4.5;82 reviews;+1 253-770-6276;https://www.tripadvisor.com//Restaurant_Review-g58693-d2389663-Reviews-Karma_Indian_Cuisine-Puyallup_Washington.html;Check The Website for a Menu;$$ - $$$;Puyallup
Zum Stammtisch Restaurant;6946 Myrtle Ave;Glendale, NY 11385-7263; German;4.5;240 reviews;+1 718-386-3014;https://www.tripadvisor.com//Restaurant_Review-g47793-d445230-Reviews-Zum_Stammtisch_Restaurant-Glendale_New_York.html;Check The Website for a Menu;$$ - $$$;Glendale
Capone's Cucina;19688 Beach Blvd;Huntington Beach, CA 92648-2991; Italian, Vegetarian Friendly, Vegan Options;4.5;105 reviews;+1 714-593-2888;https://www.tripadvisor.com//Restaurant_Review-g32513-d467992-Reviews-Capone_s_Cucina-Huntington_Beach_California.html;Check The Website for a Menu;$$ - $$$;Huntington Beach
Simply Vietnamese;1 Highwood Ave;Tenafly, NJ 07670-1850; Asian, Vietnamese, Vegetarian Friendly;4;97 reviews;+1 201-568-7770;https://www.tripadvisor.com//Restaurant_Review-g46863-d2321515-Reviews-Simply_Vietnamese-Tenafly_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Tenafly
Mastro's Steakhouse;633 Anton Blvd;Costa Mesa, CA 92626-1919; American, Steakhouse, Vegetarian Friendly;4.5;455 reviews;+1 714-546-7405;https://www.tripadvisor.com//Restaurant_Review-g32253-d680061-Reviews-Mastro_s_Steakhouse-Costa_Mesa_California.html;Check The Website for a Menu;$$$$;Costa Mesa
Mexicali;631 18th St;Bakersfield, CA 93301-4934; Mexican, Vegetarian Friendly;4;203 reviews;+1 661-327-3861;https://www.tripadvisor.com//Restaurant_Review-g32037-d2258533-Reviews-Mexicali-Bakersfield_California.html;Check The Website for a Menu;$$ - $$$;Bakersfield
Olive Garden;1532 Military Rd;Niagara Falls, NY 14304-1732; Italian, Vegetarian Friendly, Vegan Options;4;378 reviews;+1 716-297-3818;https://www.tripadvisor.com//Restaurant_Review-g48261-d2343520-Reviews-Olive_Garden-Niagara_Falls_New_York.html;Check The Website for a Menu;$$ - $$$;Niagara Falls
EIGHT4NINE Restaurant & Lounge;849 N Palm Canyon Dr;Palm Springs, Greater Palm Springs, CA 92262-4423; American, Vegetarian Friendly, Vegan Options;4.5;843 reviews;+1 760-325-8490;https://www.tripadvisor.com//Restaurant_Review-g32847-d8372615-Reviews-EIGHT4NINE_Restaurant_Lounge-Palm_Springs_Greater_Palm_Springs_California.html;http://eight4nine.com/;$$ - $$$;Palm Springs
Roma D Italia;611 El Camino Real;Tustin, CA 92780-4309; Italian, Pizza, Vegetarian Friendly;4.5;276 reviews;+1 714-544-0273;https://www.tripadvisor.com//Restaurant_Review-g33198-d467960-Reviews-Roma_D_Italia-Tustin_California.html;Check The Website for a Menu;$$ - $$$;Tustin
P.F. Chang's;125 Westchester Ave.;White Plains, NY 10601-4522; Chinese, Asian, Vegetarian Friendly;3.5;289 reviews;+1 914-997-6100;https://www.tripadvisor.com//Restaurant_Review-g48883-d457267-Reviews-P_F_Chang_s-White_Plains_New_York.html;Check The Website for a Menu;$$ - $$$;White Plains
John Riccitello Restaurant;1687 Foster Ave;Schenectady, NY 12308-1818; Italian, Vegetarian Friendly;4.5;61 reviews;+1 518-374-1574;https://www.tripadvisor.com//Restaurant_Review-g48572-d420280-Reviews-John_Riccitello_Restaurant-Schenectady_New_York.html;Check The Website for a Menu;$$ - $$$;Schenectady
Lefteris Gyro;242 Market St;Yonkers, NY 10710-7609; Mediterranean, Greek, Vegetarian Friendly;4;119 reviews;+1 914-437-8490;https://www.tripadvisor.com//Restaurant_Review-g48922-d3618816-Reviews-Lefteris_Gyro-Yonkers_New_York.html;http://www.lefterisgyro.com/Location-LF3-Yonkers/Menu.aspx;$$ - $$$;Yonkers
Dee's Brick Oven Pizza;10402 Metropolitan Ave;Flushing, NY 11375-6736; Italian, Pizza, Vegetarian Friendly;4;65 reviews;+1 718-793-7553;https://www.tripadvisor.com//Restaurant_Review-g47729-d459170-Reviews-Dee_s_Brick_Oven_Pizza-Flushing_Queens_New_York.html;http://deesnyc.com/menu/;$$ - $$$;Flushing
Stamna Greek Taverna;1045 Broad St;Bloomfield, NJ 07003-2845; Mediterranean, Greek, Vegetarian Friendly;4;168 reviews;+1 973-338-5151;https://www.tripadvisor.com//Restaurant_Review-g46310-d1404680-Reviews-Stamna_Greek_Taverna-Bloomfield_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Bloomfield
Brown's Restaurant;Boardwalk & St Charles Place;Ocean City, NJ 08226-4227; American, Vegetarian Friendly;4.5;231 reviews;+1 609-391-0677;https://www.tripadvisor.com//Restaurant_Review-g46696-d485704-Reviews-Brown_s_Restaurant-Ocean_City_Cape_May_County_New_Jersey.html;Check The Website for a Menu;$;Ocean City
Wood Tavern;6317 College Ave;Oakland, CA 94618-1331; American, Vegetarian Friendly, Vegan Options;4.5;462 reviews;+1 510-654-6607;https://www.tripadvisor.com//Restaurant_Review-g32810-d856760-Reviews-Wood_Tavern-Oakland_California.html;Check The Website for a Menu;$$ - $$$;Oakland
Raclettes;537 Main St;Buffalo, NY 14203-1712; French, European, Vegetarian Friendly;4.5;263 reviews;+1 716-436-3244;https://www.tripadvisor.com//Restaurant_Review-g60974-d10087418-Reviews-Raclettes-Buffalo_New_York.html;Check The Website for a Menu;$$ - $$$;Buffalo
Metuchen Inn;424 Middlesex Ave;Metuchen, NJ 08840-1513; American, Gluten Free Options;4;149 reviews;+1 732-494-6444;https://www.tripadvisor.com//Restaurant_Review-g46616-d2400794-Reviews-Metuchen_Inn-Metuchen_New_Jersey.html;Check The Website for a Menu;$$$$;Metuchen
Dirty Al's Bayou Grill;5712 N 10th St;McAllen, TX 78504-2988; Cajun & Creole, Seafood, Vegetarian Friendly;4.5;198 reviews;+1 956-627-5362;https://www.tripadvisor.com//Restaurant_Review-g56255-d6728644-Reviews-Dirty_Al_s_Bayou_Grill-McAllen_Texas.html;http://dirtyalsbayougrill.com/menu/;$$ - $$$;McAllen
Falafel Hut;213 Bellevue Ave;Montclair, NJ 07043-3813; Middle Eastern, Mediterranean, Vegetarian Friendly;4.5;58 reviews;+1 973-746-7730;https://www.tripadvisor.com//Restaurant_Review-g46637-d3731670-Reviews-Falafel_Hut-Montclair_New_Jersey.html;http://www.falafelhutnj.com/menu;$;Montclair
Zino's Greek & Mediterranean Cuisine;7040 N Mesa St;El Paso, TX 79912-3667; Middle Eastern, Vegetarian Friendly, Vegan Options;4.5;714 reviews;+1 915-584-8166;https://www.tripadvisor.com//Restaurant_Review-g60768-d2222810-Reviews-Zino_s_Greek_Mediterranean_Cuisine-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Kenny's Burger Joint;1377 Legacy Dr Ste 120;Frisco, TX 75034-6031; American, Bar, Vegetarian Friendly;4.5;583 reviews;+1 214-618-8001;https://www.tripadvisor.com//Restaurant_Review-g55870-d862411-Reviews-Kenny_s_Burger_Joint-Frisco_Texas.html;Check The Website for a Menu;$$ - $$$;Frisco
Woodblock;16175 Cleveland St;Redmond, WA 98052-4988; American, Bar, Vegetarian Friendly;4;119 reviews;+1 425-285-9458;https://www.tripadvisor.com//Restaurant_Review-g58702-d10228010-Reviews-Woodblock-Redmond_Washington.html;Check The Website for a Menu;$$ - $$$;Redmond
Pappas Bros. Steakhouse;10477 Lombardy Ln;Dallas, TX 75220-4349; American, Steakhouse, Vegetarian Friendly;4.5;1,548 reviews;+1 214-366-2000;https://www.tripadvisor.com//Restaurant_Review-g55711-d649839-Reviews-Pappas_Bros_Steakhouse-Dallas_Texas.html;Check The Website for a Menu;$$$$;Dallas
Don Peppe INC;13558 Lefferts Blvd;Jamaica, NY 11420-3602; Italian;4;58 reviews;+1 718-845-7587;https://www.tripadvisor.com//Restaurant_Review-g47962-d516003-Reviews-Don_Peppe_INC-Jamaica_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Jamaica
WildFin American Grill;727 N 10th St;Renton, WA 98057-5586; American, Seafood, Vegetarian Friendly;4;174 reviews;+1 425-970-3757;https://www.tripadvisor.com//Restaurant_Review-g58704-d4089764-Reviews-WildFin_American_Grill-Renton_Washington.html;https://www.wildfinamericangrill.com/eat-drink/junior-menu/;$$ - $$$;Renton
Sushi Chinoise;19122 112th Ave NE;Bothell, WA 98011-1730; Japanese, Sushi, Asian;4.5;24 reviews;+1 425-402-0200;https://www.tripadvisor.com//Restaurant_Review-g58362-d10400280-Reviews-Sushi_Chinoise-Bothell_Washington.html;http://www.sushichinoise.com/wp-content/uploads/2019/06/Sushi-Chinoise-Dinner-menu-June-20191.pdf;$$ - $$$;Bothell
Midway Barbeque;6025 Highway Blvd;Katy, TX 77494-1101; American, Barbecue;4.5;220 reviews;+1 281-391-2830;https://www.tripadvisor.com//Restaurant_Review-g56062-d2550803-Reviews-Midway_Barbeque-Katy_Texas.html;http://midwaybbqkatytx.com/images/In%2520House%2520Menu%2520-%2520PRESS.pdf;$$ - $$$;Katy
Sandy's Country Junction;532 Clovis Ave;Clovis, CA 93612-1103; American, Cafe, Vegetarian Friendly;4.5;110 reviews;+1 559-298-1951;https://www.tripadvisor.com//Restaurant_Review-g32225-d515926-Reviews-Sandy_s_Country_Junction-Clovis_California.html;Check The Website for a Menu;$$ - $$$;Clovis
Himalayan Cafe;202 SW 43rd St;Renton, WA 98057-4936; Indian, Nepali, Vegetarian Friendly;4.5;58 reviews;+1 425-251-6111;https://www.tripadvisor.com//Restaurant_Review-g58704-d8365430-Reviews-Himalayan_Cafe-Renton_Washington.html;http://www.himalayancaferenton.com#menu;$$ - $$$;Renton
Big Ditch Brewing Company;55 E Huron St;Buffalo, NY 14203-1632; American, Bar, Pub;4.5;311 reviews;+1 716-854-5050;https://www.tripadvisor.com//Restaurant_Review-g60974-d8375479-Reviews-Big_Ditch_Brewing_Company-Buffalo_New_York.html;http://www.bigditchbrewing.com/s/2019-02-11-BDBC-Food-Menu-1.jpg;$$ - $$$;Buffalo
Pappas Bros. Steakhouse;1200 McKinney Street;Houston, TX 77010; American, Steakhouse, Gluten Free Options;4.5;172 reviews;+1 713-658-1995;https://www.tripadvisor.com//Restaurant_Review-g56003-d10006651-Reviews-Pappas_Bros_Steakhouse-Houston_Texas.html;Check The Website for a Menu;$$$$;Houston
Lemon Grass Restaurant;238 W Jefferson St;Syracuse, NY 13202-2335; Asian, Thai, Fusion;4;352 reviews;+1 315-475-1111;https://www.tripadvisor.com//Restaurant_Review-g48713-d421569-Reviews-Lemon_Grass_Restaurant-Syracuse_Finger_Lakes_New_York.html;Check The Website for a Menu;$$$$;Syracuse
Mitzel's American Kitchen;22330 84th Ave S;Kent, WA 98032-1522; American, Vegetarian Friendly, Gluten Free Options;4;275 reviews;+1 253-395-3635;https://www.tripadvisor.com//Restaurant_Review-g58537-d432514-Reviews-Mitzel_s_American_Kitchen-Kent_Washington.html;Check The Website for a Menu;$$ - $$$;Kent
Golden Light Cafe & Cantina;2906 SW 6th Ave;Amarillo, TX 79106-8956; American, Bar;4.5;135 reviews;+1 806-374-9237;https://www.tripadvisor.com//Restaurant_Review-g30165-d411920-Reviews-Golden_Light_Cafe_Cantina-Amarillo_Texas.html;Check The Website for a Menu;$;Amarillo
The Boiling Crab;3377 Wilshire Blvd;Los Angeles, CA 90010-1850; American, Seafood;4.5;260 reviews;+1 213-389-2722;https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html;Check The Website for a Menu;$$ - $$$;Los Angeles
Ani Ramen;401 Bloomfield Avenue;Montclair, NJ 07042; Japanese, Asian;4.5;81 reviews;+1 973-744-3960;https://www.tripadvisor.com//Restaurant_Review-g46637-d6688152-Reviews-Ani_Ramen-Montclair_New_Jersey.html;http://aniramen.com/jersey-city-menus/;$$ - $$$;Montclair
Salute Ristorante;368 W Trenton Ave;Morrisville, PA 19067-2041; Italian, Vegetarian Friendly, Vegan Options;4.5;97 reviews;+1 215-736-1978;https://www.tripadvisor.com//Restaurant_Review-g53240-d8548438-Reviews-Salute_Ristorante-Morrisville_Pennsylvania.html;Check The Website for a Menu;$$ - $$$;Morrisville
Frank's Italian Ristorante;427 Belmont Ave;Haledon, NJ 07508-1315; Italian;4.5;22 reviews;+1 973-942-9444;https://www.tripadvisor.com//Restaurant_Review-g46485-d3456767-Reviews-Frank_s_Italian_Ristorante-Haledon_New_Jersey.html;http://franksitalianristorante.com/lunch-menu/;$$ - $$$;Haledon
La Hacienda;102 McLean Blvd;Paterson, NJ 07514-1223; Mexican, Latin, Spanish;4.5;76 reviews;+1 973-345-1255;https://www.tripadvisor.com//Restaurant_Review-g46718-d2484523-Reviews-La_Hacienda-Paterson_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Paterson
Republic of Texas Bar & Grill;900 N Shoreline Blvd;Corpus Christi, TX 78401-2009; American, Steakhouse, Vegetarian Friendly;4.5;494 reviews;+1 361-886-3515;https://www.tripadvisor.com//Restaurant_Review-g60927-d471346-Reviews-Republic_of_Texas_Bar_Grill-Corpus_Christi_Texas.html;Check The Website for a Menu;$$$$;Corpus Christi
Vinni's Pizzarama;1025 Hamburg Tpke;Wayne, NJ 07470-3224; Italian, Pizza;4.5;45 reviews;+1 973-628-1510;https://www.tripadvisor.com//Restaurant_Review-g46905-d3621720-Reviews-Vinni_s_Pizzarama-Wayne_New_Jersey.html;Check The Website for a Menu;$;Wayne
J Ramen and Sushi;1011 Hewitt Ave;Everett, WA 98201-3976; Japanese, Sushi, Asian;4.5;31 reviews;+1 425-258-5764;https://www.tripadvisor.com//Restaurant_Review-g58466-d10228558-Reviews-J_Ramen_and_Sushi-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
99 Restaurants;107 Wolf Road;Albany, NY 12205; American, Bar, Pub;4;144 reviews;+1 518-446-9909;https://www.tripadvisor.com//Restaurant_Review-g29786-d420704-Reviews-99_Restaurants-Albany_New_York.html;http://www.99restaurants.com/menu;$$ - $$$;Albany
Cadot Restaurant;18111 Preston Rd;Dallas, TX 75252-5470; French, European, Vegetarian Friendly;4.5;177 reviews;+1 972-267-5700;https://www.tripadvisor.com//Restaurant_Review-g55711-d465037-Reviews-Cadot_Restaurant-Dallas_Texas.html;Check The Website for a Menu;$$$$;Dallas
Texas Roadhouse;3143 Erie Blvd E;Syracuse, NY 13214-1201; American, Steakhouse, Barbecue;4;221 reviews;+1 315-445-4086;https://www.tripadvisor.com//Restaurant_Review-g48713-d879648-Reviews-Texas_Roadhouse-Syracuse_Finger_Lakes_New_York.html;http://www.texasroadhouse.com/menu;$$ - $$$;Syracuse
Table 87 Coal Oven Pizza;87 Atlantic Ave;Brooklyn, NY 11201-5503; Italian, Pizza, Vegetarian Friendly;4.5;180 reviews;+1 718-797-9300;https://www.tripadvisor.com//Restaurant_Review-g60827-d4437293-Reviews-Table_87_Coal_Oven_Pizza-Brooklyn_New_York.html;Check The Website for a Menu;$$ - $$$;Brooklyn
Primo Grill;601 S Pine St;Tacoma, WA 98405-2793; American, Mediterranean, Gluten Free Options;4.5;117 reviews;+1 253-383-7000;https://www.tripadvisor.com//Restaurant_Review-g58775-d445289-Reviews-Primo_Grill-Tacoma_Washington.html;https://www.primogrilltacoma.com/menu/;$$ - $$$;Tacoma
Tiger Noodle House;21945 Katy Fwy;Katy, TX 77450-1775; Chinese, Asian, Vegetarian Friendly;4.5;49 reviews;+1 832-913-3938;https://www.tripadvisor.com//Restaurant_Review-g56062-d12196128-Reviews-Tiger_Noodle_House-Katy_Texas.html;https://tigernoodletexas.com/menu;$$ - $$$;Katy
